loan_id,Customer_ID,loan_start_date,tenure,installment_num,loan_amt,due_amt,paid_amt,overdue_amt,balance,snapshot_date
CUS_0x102e_2024_04_01,CUS_0x102e,1/4/2024,10,0,10000,0,0,0,10000,1/4/2024
CUS_0x102e_2024_04_01,CUS_0x102e,1/4/2024,10,1,10000,1000,1000,0,9000,1/5/2024
CUS_0x102e_2024_04_01,CUS_0x102e,1/4/2024,10,2,10000,1000,1000,0,8000,1/6/2024
CUS_0x102e_2024_04_01,CUS_0x102e,1/4/2024,10,3,10000,1000,0,1000,8000,1/7/2024
CUS_0x102e_2024_04_01,CUS_0x102e,1/4/2024,10,4,10000,1000,0,2000,8000,1/8/2024
CUS_0x102e_2024_04_01,CUS_0x102e,1/4/2024,10,5,10000,1000,0,3000,8000,1/9/2024
CUS_0x102e_2024_04_01,CUS_0x102e,1/4/2024,10,6,10000,1000,0,4000,8000,1/10/2024
CUS_0x102e_2024_04_01,CUS_0x102e,1/4/2024,10,7,10000,1000,0,5000,8000,1/11/2024
CUS_0x102e_2024_04_01,CUS_0x102e,1/4/2024,10,8,10000,1000,0,6000,8000,1/12/2024
CUS_0x102e_2024_04_01,CUS_0x102e,1/4/2024,10,9,10000,1000,0,7000,8000,1/1/2025
CUS_0x102e_2024_04_01,CUS_0x102e,1/4/2024,10,10,10000,1000,0,8000,8000,1/2/2025
CUS_0x1032_2023_08_01,CUS_0x1032,1/8/2023,10,0,10000,0,0,0,10000,1/8/2023
CUS_0x1032_2023_08_01,CUS_0x1032,1/8/2023,10,1,10000,1000,1000,0,9000,1/9/2023
CUS_0x1032_2023_08_01,CUS_0x1032,1/8/2023,10,2,10000,1000,1000,0,8000,1/10/2023
CUS_0x1032_2023_08_01,CUS_0x1032,1/8/2023,10,3,10000,1000,1000,0,7000,1/11/2023
CUS_0x1032_2023_08_01,CUS_0x1032,1/8/2023,10,4,10000,1000,1000,0,6000,1/12/2023
CUS_0x1032_2023_08_01,CUS_0x1032,1/8/2023,10,5,10000,1000,1000,0,5000,1/1/2024
CUS_0x1032_2023_08_01,CUS_0x1032,1/8/2023,10,6,10000,1000,1000,0,4000,1/2/2024
CUS_0x1032_2023_08_01,CUS_0x1032,1/8/2023,10,7,10000,1000,1000,0,3000,1/3/2024
CUS_0x1032_2023_08_01,CUS_0x1032,1/8/2023,10,8,10000,1000,1000,0,2000,1/4/2024
CUS_0x1032_2023_08_01,CUS_0x1032,1/8/2023,10,9,10000,1000,1000,0,1000,1/5/2024
CUS_0x1032_2023_08_01,CUS_0x1032,1/8/2023,10,10,10000,1000,1000,0,0,1/6/2024
CUS_0x1037_2023_01_01,CUS_0x1037,1/1/2023,10,0,10000,0,0,0,10000,1/1/2023
CUS_0x1037_2023_01_01,CUS_0x1037,1/1/2023,10,1,10000,1000,1000,0,9000,1/2/2023
CUS_0x1037_2023_01_01,CUS_0x1037,1/1/2023,10,2,10000,1000,1000,0,8000,1/3/2023
CUS_0x1037_2023_01_01,CUS_0x1037,1/1/2023,10,3,10000,1000,1000,0,7000,1/4/2023
CUS_0x1037_2023_01_01,CUS_0x1037,1/1/2023,10,4,10000,1000,1000,0,6000,1/5/2023
CUS_0x1037_2023_01_01,CUS_0x1037,1/1/2023,10,5,10000,1000,1000,0,5000,1/6/2023
CUS_0x1037_2023_01_01,CUS_0x1037,1/1/2023,10,6,10000,1000,1000,0,4000,1/7/2023
CUS_0x1037_2023_01_01,CUS_0x1037,1/1/2023,10,7,10000,1000,1000,0,3000,1/8/2023
CUS_0x1037_2023_01_01,CUS_0x1037,1/1/2023,10,8,10000,1000,1000,0,2000,1/9/2023
CUS_0x1037_2023_01_01,CUS_0x1037,1/1/2023,10,9,10000,1000,1000,0,1000,1/10/2023
CUS_0x1037_2023_01_01,CUS_0x1037,1/1/2023,10,10,10000,1000,1000,0,0,1/11/2023
CUS_0x1038_2024_10_01,CUS_0x1038,1/10/2024,10,0,10000,0,0,0,10000,1/10/2024
CUS_0x1038_2024_10_01,CUS_0x1038,1/10/2024,10,1,10000,1000,1000,0,9000,1/11/2024
CUS_0x1038_2024_10_01,CUS_0x1038,1/10/2024,10,2,10000,1000,1000,0,8000,1/12/2024
CUS_0x1038_2024_10_01,CUS_0x1038,1/10/2024,10,3,10000,1000,1000,0,7000,1/1/2025
CUS_0x1038_2024_10_01,CUS_0x1038,1/10/2024,10,4,10000,1000,1000,0,6000,1/2/2025
CUS_0x1038_2024_10_01,CUS_0x1038,1/10/2024,10,5,10000,1000,1000,0,5000,1/3/2025
CUS_0x1038_2024_10_01,CUS_0x1038,1/10/2024,10,6,10000,1000,1000,0,4000,1/4/2025
CUS_0x1038_2024_10_01,CUS_0x1038,1/10/2024,10,7,10000,1000,1000,0,3000,1/5/2025
CUS_0x1038_2024_10_01,CUS_0x1038,1/10/2024,10,8,10000,1000,1000,0,2000,1/6/2025
CUS_0x1038_2024_10_01,CUS_0x1038,1/10/2024,10,9,10000,1000,1000,0,1000,1/7/2025
CUS_0x1038_2024_10_01,CUS_0x1038,1/10/2024,10,10,10000,1000,1000,0,0,1/8/2025
CUS_0x103e_2024_12_01,CUS_0x103e,1/12/2024,10,0,10000,0,0,0,10000,1/12/2024
CUS_0x103e_2024_12_01,CUS_0x103e,1/12/2024,10,1,10000,1000,1000,0,9000,1/1/2025
CUS_0x103e_2024_12_01,CUS_0x103e,1/12/2024,10,2,10000,1000,1000,0,8000,1/2/2025
CUS_0x103e_2024_12_01,CUS_0x103e,1/12/2024,10,3,10000,1000,1000,0,7000,1/3/2025
CUS_0x103e_2024_12_01,CUS_0x103e,1/12/2024,10,4,10000,1000,1000,0,6000,1/4/2025
CUS_0x103e_2024_12_01,CUS_0x103e,1/12/2024,10,5,10000,1000,1000,0,5000,1/5/2025
CUS_0x103e_2024_12_01,CUS_0x103e,1/12/2024,10,6,10000,1000,1000,0,4000,1/6/2025
CUS_0x103e_2024_12_01,CUS_0x103e,1/12/2024,10,7,10000,1000,1000,0,3000,1/7/2025
CUS_0x103e_2024_12_01,CUS_0x103e,1/12/2024,10,8,10000,1000,1000,0,2000,1/8/2025
CUS_0x103e_2024_12_01,CUS_0x103e,1/12/2024,10,9,10000,1000,1000,0,1000,1/9/2025
CUS_0x103e_2024_12_01,CUS_0x103e,1/12/2024,10,10,10000,1000,1000,0,0,1/10/2025
CUS_0x1041_2023_11_01,CUS_0x1041,1/11/2023,10,0,10000,0,0,0,10000,1/11/2023
CUS_0x1041_2023_11_01,CUS_0x1041,1/11/2023,10,1,10000,1000,1000,0,9000,1/12/2023
CUS_0x1041_2023_11_01,CUS_0x1041,1/11/2023,10,2,10000,1000,1000,0,8000,1/1/2024
CUS_0x1041_2023_11_01,CUS_0x1041,1/11/2023,10,3,10000,1000,1000,0,7000,1/2/2024
CUS_0x1041_2023_11_01,CUS_0x1041,1/11/2023,10,4,10000,1000,1000,0,6000,1/3/2024
CUS_0x1041_2023_11_01,CUS_0x1041,1/11/2023,10,5,10000,1000,1000,0,5000,1/4/2024
CUS_0x1041_2023_11_01,CUS_0x1041,1/11/2023,10,6,10000,1000,1000,0,4000,1/5/2024
CUS_0x1041_2023_11_01,CUS_0x1041,1/11/2023,10,7,10000,1000,1000,0,3000,1/6/2024
CUS_0x1041_2023_11_01,CUS_0x1041,1/11/2023,10,8,10000,1000,1000,0,2000,1/7/2024
CUS_0x1041_2023_11_01,CUS_0x1041,1/11/2023,10,9,10000,1000,1000,0,1000,1/8/2024
CUS_0x1041_2023_11_01,CUS_0x1041,1/11/2023,10,10,10000,1000,1000,0,0,1/9/2024
CUS_0x1044_2023_06_01,CUS_0x1044,1/6/2023,10,0,10000,0,0,0,10000,1/6/2023
CUS_0x1044_2023_06_01,CUS_0x1044,1/6/2023,10,1,10000,1000,1000,0,9000,1/7/2023
CUS_0x1044_2023_06_01,CUS_0x1044,1/6/2023,10,2,10000,1000,1000,0,8000,1/8/2023
CUS_0x1044_2023_06_01,CUS_0x1044,1/6/2023,10,3,10000,1000,1000,0,7000,1/9/2023
CUS_0x1044_2023_06_01,CUS_0x1044,1/6/2023,10,4,10000,1000,1000,0,6000,1/10/2023
CUS_0x1044_2023_06_01,CUS_0x1044,1/6/2023,10,5,10000,1000,1000,0,5000,1/11/2023
CUS_0x1044_2023_06_01,CUS_0x1044,1/6/2023,10,6,10000,1000,1000,0,4000,1/12/2023
CUS_0x1044_2023_06_01,CUS_0x1044,1/6/2023,10,7,10000,1000,1000,0,3000,1/1/2024
CUS_0x1044_2023_06_01,CUS_0x1044,1/6/2023,10,8,10000,1000,1000,0,2000,1/2/2024
CUS_0x1044_2023_06_01,CUS_0x1044,1/6/2023,10,9,10000,1000,1000,0,1000,1/3/2024
CUS_0x1044_2023_06_01,CUS_0x1044,1/6/2023,10,10,10000,1000,1000,0,0,1/4/2024
CUS_0x1048_2024_02_01,CUS_0x1048,1/2/2024,10,0,10000,0,0,0,10000,1/2/2024
CUS_0x1048_2024_02_01,CUS_0x1048,1/2/2024,10,1,10000,1000,1000,0,9000,1/3/2024
CUS_0x1048_2024_02_01,CUS_0x1048,1/2/2024,10,2,10000,1000,0,1000,9000,1/4/2024
CUS_0x1048_2024_02_01,CUS_0x1048,1/2/2024,10,3,10000,1000,0,2000,9000,1/5/2024
CUS_0x1048_2024_02_01,CUS_0x1048,1/2/2024,10,4,10000,1000,0,3000,9000,1/6/2024
CUS_0x1048_2024_02_01,CUS_0x1048,1/2/2024,10,5,10000,1000,0,4000,9000,1/7/2024
CUS_0x1048_2024_02_01,CUS_0x1048,1/2/2024,10,6,10000,1000,0,5000,9000,1/8/2024
CUS_0x1048_2024_02_01,CUS_0x1048,1/2/2024,10,7,10000,1000,0,6000,9000,1/9/2024
CUS_0x1048_2024_02_01,CUS_0x1048,1/2/2024,10,8,10000,1000,0,7000,9000,1/10/2024
CUS_0x1048_2024_02_01,CUS_0x1048,1/2/2024,10,9,10000,1000,0,8000,9000,1/11/2024
CUS_0x1048_2024_02_01,CUS_0x1048,1/2/2024,10,10,10000,1000,0,9000,9000,1/12/2024
CUS_0x104a_2023_12_01,CUS_0x104a,1/12/2023,10,0,10000,0,0,0,10000,1/12/2023
CUS_0x104a_2023_12_01,CUS_0x104a,1/12/2023,10,1,10000,1000,1000,0,9000,1/1/2024
CUS_0x104a_2023_12_01,CUS_0x104a,1/12/2023,10,2,10000,1000,1000,0,8000,1/2/2024
CUS_0x104a_2023_12_01,CUS_0x104a,1/12/2023,10,3,10000,1000,1000,0,7000,1/3/2024
CUS_0x104a_2023_12_01,CUS_0x104a,1/12/2023,10,4,10000,1000,1000,0,6000,1/4/2024
CUS_0x104a_2023_12_01,CUS_0x104a,1/12/2023,10,5,10000,1000,1000,0,5000,1/5/2024
CUS_0x104a_2023_12_01,CUS_0x104a,1/12/2023,10,6,10000,1000,1000,0,4000,1/6/2024
CUS_0x104a_2023_12_01,CUS_0x104a,1/12/2023,10,7,10000,1000,1000,0,3000,1/7/2024
CUS_0x104a_2023_12_01,CUS_0x104a,1/12/2023,10,8,10000,1000,1000,0,2000,1/8/2024
CUS_0x104a_2023_12_01,CUS_0x104a,1/12/2023,10,9,10000,1000,1000,0,1000,1/9/2024
CUS_0x104a_2023_12_01,CUS_0x104a,1/12/2023,10,10,10000,1000,1000,0,0,1/10/2024
CUS_0x104e_2023_06_01,CUS_0x104e,1/6/2023,10,0,10000,0,0,0,10000,1/6/2023
CUS_0x104e_2023_06_01,CUS_0x104e,1/6/2023,10,1,10000,1000,1000,0,9000,1/7/2023
CUS_0x104e_2023_06_01,CUS_0x104e,1/6/2023,10,2,10000,1000,1000,0,8000,1/8/2023
CUS_0x104e_2023_06_01,CUS_0x104e,1/6/2023,10,3,10000,1000,1000,0,7000,1/9/2023
CUS_0x104e_2023_06_01,CUS_0x104e,1/6/2023,10,4,10000,1000,1000,0,6000,1/10/2023
CUS_0x104e_2023_06_01,CUS_0x104e,1/6/2023,10,5,10000,1000,1000,0,5000,1/11/2023
CUS_0x104e_2023_06_01,CUS_0x104e,1/6/2023,10,6,10000,1000,1000,0,4000,1/12/2023
CUS_0x104e_2023_06_01,CUS_0x104e,1/6/2023,10,7,10000,1000,1000,0,3000,1/1/2024
CUS_0x104e_2023_06_01,CUS_0x104e,1/6/2023,10,8,10000,1000,1000,0,2000,1/2/2024
CUS_0x104e_2023_06_01,CUS_0x104e,1/6/2023,10,9,10000,1000,1000,0,1000,1/3/2024
CUS_0x104e_2023_06_01,CUS_0x104e,1/6/2023,10,10,10000,1000,1000,0,0,1/4/2024
CUS_0x104f_2024_10_01,CUS_0x104f,1/10/2024,10,0,10000,0,0,0,10000,1/10/2024
CUS_0x104f_2024_10_01,CUS_0x104f,1/10/2024,10,1,10000,1000,1000,0,9000,1/11/2024
CUS_0x104f_2024_10_01,CUS_0x104f,1/10/2024,10,2,10000,1000,1000,0,8000,1/12/2024
CUS_0x104f_2024_10_01,CUS_0x104f,1/10/2024,10,3,10000,1000,1000,0,7000,1/1/2025
CUS_0x104f_2024_10_01,CUS_0x104f,1/10/2024,10,4,10000,1000,1000,0,6000,1/2/2025
CUS_0x104f_2024_10_01,CUS_0x104f,1/10/2024,10,5,10000,1000,1000,0,5000,1/3/2025
CUS_0x104f_2024_10_01,CUS_0x104f,1/10/2024,10,6,10000,1000,1000,0,4000,1/4/2025
CUS_0x104f_2024_10_01,CUS_0x104f,1/10/2024,10,7,10000,1000,1000,0,3000,1/5/2025
CUS_0x104f_2024_10_01,CUS_0x104f,1/10/2024,10,8,10000,1000,1000,0,2000,1/6/2025
CUS_0x104f_2024_10_01,CUS_0x104f,1/10/2024,10,9,10000,1000,1000,0,1000,1/7/2025
CUS_0x104f_2024_10_01,CUS_0x104f,1/10/2024,10,10,10000,1000,1000,0,0,1/8/2025
CUS_0x1051_2024_01_01,CUS_0x1051,1/1/2024,10,0,10000,0,0,0,10000,1/1/2024
CUS_0x1051_2024_01_01,CUS_0x1051,1/1/2024,10,1,10000,1000,1000,0,9000,1/2/2024
CUS_0x1051_2024_01_01,CUS_0x1051,1/1/2024,10,2,10000,1000,1000,0,8000,1/3/2024
CUS_0x1051_2024_01_01,CUS_0x1051,1/1/2024,10,3,10000,1000,1000,0,7000,1/4/2024
CUS_0x1051_2024_01_01,CUS_0x1051,1/1/2024,10,4,10000,1000,1000,0,6000,1/5/2024
CUS_0x1051_2024_01_01,CUS_0x1051,1/1/2024,10,5,10000,1000,1000,0,5000,1/6/2024
CUS_0x1051_2024_01_01,CUS_0x1051,1/1/2024,10,6,10000,1000,1000,0,4000,1/7/2024
CUS_0x1051_2024_01_01,CUS_0x1051,1/1/2024,10,7,10000,1000,1000,0,3000,1/8/2024
CUS_0x1051_2024_01_01,CUS_0x1051,1/1/2024,10,8,10000,1000,1000,0,2000,1/9/2024
CUS_0x1051_2024_01_01,CUS_0x1051,1/1/2024,10,9,10000,1000,1000,0,1000,1/10/2024
CUS_0x1051_2024_01_01,CUS_0x1051,1/1/2024,10,10,10000,1000,1000,0,0,1/11/2024
CUS_0x1056_2023_04_01,CUS_0x1056,1/4/2023,10,0,10000,0,0,0,10000,1/4/2023
CUS_0x1056_2023_04_01,CUS_0x1056,1/4/2023,10,1,10000,1000,0,1000,10000,1/5/2023
CUS_0x1056_2023_04_01,CUS_0x1056,1/4/2023,10,2,10000,1000,0,2000,10000,1/6/2023
CUS_0x1056_2023_04_01,CUS_0x1056,1/4/2023,10,3,10000,1000,3000,0,7000,1/7/2023
CUS_0x1056_2023_04_01,CUS_0x1056,1/4/2023,10,4,10000,1000,0,1000,7000,1/8/2023
CUS_0x1056_2023_04_01,CUS_0x1056,1/4/2023,10,5,10000,1000,0,2000,7000,1/9/2023
CUS_0x1056_2023_04_01,CUS_0x1056,1/4/2023,10,6,10000,1000,0,3000,7000,1/10/2023
CUS_0x1056_2023_04_01,CUS_0x1056,1/4/2023,10,7,10000,1000,0,4000,7000,1/11/2023
CUS_0x1056_2023_04_01,CUS_0x1056,1/4/2023,10,8,10000,1000,0,5000,7000,1/12/2023
CUS_0x1056_2023_04_01,CUS_0x1056,1/4/2023,10,9,10000,1000,0,6000,7000,1/1/2024
CUS_0x1056_2023_04_01,CUS_0x1056,1/4/2023,10,10,10000,1000,0,7000,7000,1/2/2024
CUS_0x1057_2023_09_01,CUS_0x1057,1/9/2023,10,0,10000,0,0,0,10000,1/9/2023
CUS_0x1057_2023_09_01,CUS_0x1057,1/9/2023,10,1,10000,1000,1000,0,9000,1/10/2023
